,serialno,insp,RT,DIVISION,puma00,puma10,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBATHP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FREFRP,FRMSP,FRNTMP,FRNTP,FRWATP,FRWATPRP,FSINKP,FSMP,FSMXHP,FSMXSP,FSTOVP,FTAXP,FTELP,FTENP,FTOILP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,cars,children,income,workers
1148,2009000018589,,H,5,1000,-9,3,37,1086032,1085467,14,1,1,,,1.0,1.0,7.0,,0.0,50.0,2.0,2.0,3.0,3.0,,,,,,1.0,2.0,2.0,450.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,10.0,7.0,,,,501.0,12.0,1.0,4.0,50000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23,4,12,14,16,13,12,14,20,5,15,14,4,4,13,22,24,13,14,13,14,14,3,24,23,21,21,4,15,13,24,4,15,14,4,11,15,4,25,4,24,4,15,13,14,13,14,12,22,4,14,13,4,4,14,26,22,12,12,14,13,13,4,23,23,21,23,4,14,15,25,4,15,12,4,14,15,4,22,one,no,lt35,none
1149,2009000020651,360.0,H,5,1000,-9,3,37,1086032,1085467,25,3,1,1.0,,1.0,3.0,3.0,2.0,0.0,70.0,2.0,2.0,30.0,1.0,,2.0,920.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,130000.0,3.0,240.0,8.0,2.0,51000.0,1.0,,,1.0,1.0,51000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1070.0,3.0,0.0,1.0,23.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,28,43,49,7,7,25,25,27,26,51,8,25,27,24,47,9,27,24,6,39,20,43,40,8,7,25,25,24,26,39,7,26,29,30,36,8,24,27,8,42,25,37,36,8,9,26,24,25,23,43,7,26,28,26,41,7,25,23,8,40,24,43,47,8,7,27,29,27,28,40,7,24,28,28,41,7,24,27,7,two or more,yes,gt35-lt100,one
1150,2009000020715,,H,5,1000,-9,3,37,1086032,1085467,20,1,1,,,1.0,3.0,7.0,,0.0,80.0,2.0,2.0,3.0,3.0,,,,,,1.0,4.0,2.0,1000.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,360.0,7.0,,,,1110.0,55.0,3.0,6.0,24200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18,19,21,35,33,21,30,7,35,7,22,7,6,22,19,23,20,17,19,20,30,6,5,21,22,33,17,19,20,21,30,21,18,7,7,28,35,6,5,36,17,19,24,7,6,19,5,27,6,31,21,34,33,23,23,18,20,23,20,17,5,32,35,18,19,6,21,23,20,18,6,19,21,33,32,6,6,30,33,one,no,lt35,none
1151,2009000021407,600.0,H,5,1000,-9,3,37,1086032,1085467,12,2,1,1.0,,1.0,3.0,3.0,2.0,160.0,60.0,2.0,2.0,3.0,3.0,,2.0,890.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,119000.0,2.0,240.0,12.0,,,,,,3.0,7.0,65000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1330.0,3.0,0.0,1.0,30.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,14,15,3,9,17,4,5,19,11,16,33,10,19,13,10,13,3,3,13,27,14,12,18,16,4,19,20,3,13,20,4,11,4,11,7,16,16,17,10,3,9,21,4,13,20,4,4,20,10,20,26,12,18,11,12,17,3,2,12,17,13,12,13,17,3,18,28,3,10,16,3,11,4,9,11,10,16,15,two or more,no,lt35,none
1152,2009000023951,800.0,H,5,1000,-9,3,37,1086032,1085467,15,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,200.0,2.0,190.0,3.0,3.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,1.0,120.0,5.0,,,,,,1.0,6.0,29100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,443.0,,0.0,1.0,30.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,23,15,15,17,4,5,14,5,28,5,29,17,20,28,14,15,14,13,14,26,13,4,24,25,16,13,4,16,15,17,12,4,15,16,28,23,5,4,13,25,12,4,30,28,17,15,5,13,17,15,16,4,16,17,29,26,4,4,4,13,23,15,14,14,5,4,16,4,27,4,27,15,26,25,15,14,17,14,4,one,no,lt35,none
1153,2009000024232,,H,5,1000,-9,3,37,1086032,1085467,57,2,1,2.0,1.0,1.0,2.0,2.0,2.0,0.0,110.0,2.0,300.0,3.0,3.0,,,,,,1.0,5.0,2.0,480.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,2.0,5.0,7.0,21100.0,2.0,615.0,35.0,1.0,3.0,21100.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,86,88,17,15,55,15,55,52,101,60,105,57,103,59,62,16,54,58,18,57,55,58,67,54,16,54,92,17,57,19,51,91,54,91,17,50,97,98,68,16,90,88,16,17,56,17,57,55,109,62,107,55,99,60,63,16,53,60,18,48,58,56,53,57,16,60,93,16,56,19,52,89,53,83,17,58,89,91,66,one,yes,lt35,one
1154,2009000030106,0.0,H,5,1000,-9,3,37,1086032,1085467,17,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,2.0,2.0,220.0,1.0,,2.0,450.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,12000.0,2.0,30.0,7.0,3.0,34900.0,4.0,,,1.0,1.0,34900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,765.0,3.0,0.0,1.0,16.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,17,5,16,32,5,5,31,15,19,30,15,32,17,17,17,5,17,5,26,17,25,4,15,29,4,6,32,23,18,30,16,33,21,14,14,5,19,5,6,16,22,35,17,5,26,31,6,18,16,6,19,5,14,16,19,31,18,27,4,20,16,27,17,6,27,26,5,17,20,5,17,5,18,18,17,27,17,30,33,two or more,no,lt35,one
1155,2009000032203,800.0,H,5,1000,-9,3,37,1086032,1085467,21,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,160.0,2.0,2.0,260.0,1.0,,1.0,1500.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,360.0,1.0,1.0,1.0,1.0,,250000.0,1.0,600.0,6.0,4.0,63200.0,4.0,,,1.0,1.0,63200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2330.0,1.0,0.0,1.0,40.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,38,36,20,23,21,6,19,38,18,33,32,6,22,6,22,22,7,19,20,6,34,36,21,25,22,6,20,34,22,37,32,5,20,6,22,21,6,21,21,36,5,6,23,21,21,34,21,6,22,5,6,39,22,38,22,20,33,21,21,38,7,6,20,20,23,34,22,7,17,5,6,34,21,37,18,20,34,20,one,no,gt35-lt100,one
1156,2009000037406,1500.0,H,5,1000,-9,3,37,1086032,1085467,22,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,120.0,2.0,2.0,100.0,1.0,,1.0,1300.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,270.0,1.0,1.0,1.0,1.0,,215000.0,3.0,630.0,9.0,1.0,155340.0,2.0,,,1.0,1.0,155340.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1843.0,1.0,0.0,1.0,40.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,20,6,22,37,23,21,38,19,6,6,6,21,19,23,22,24,37,35,7,37,21,5,26,34,22,20,35,21,7,7,5,21,21,21,23,21,35,36,38,7,21,34,25,6,22,20,6,20,35,38,34,20,25,23,21,22,7,6,40,7,21,41,20,6,23,24,6,21,36,35,35,20,22,22,20,20,6,6,7,two or more,yes,gt100,two or more
1157,2009000040099,1200.0,H,5,1000,-9,3,37,1086032,1085467,55,1,1,1.0,,1.0,2.0,3.0,2.0,0.0,50.0,2.0,2.0,30.0,3.0,,1.0,980.0,1.0,1.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,154000.0,1.0,250.0,8.0,,,,,,1.0,6.0,50000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1081.0,3.0,0.0,1.0,26.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,85,70,55,59,17,15,48,17,96,17,98,58,97,92,49,53,61,60,56,91,48,19,88,88,69,52,16,52,53,59,52,16,53,55,84,114,17,15,64,17,58,86,18,15,53,58,85,67,49,55,62,92,52,56,16,16,102,93,85,54,17,58,50,45,78,109,64,96,18,98,14,59,21,14,53,51,53,47,16,one,no,lt35,none
1158,2009000040121,400.0,H,5,1000,-9,3,37,1086032,1085467,16,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,160.0,2.0,2.0,40.0,3.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,250000.0,2.0,2.0,6.0,4.0,52100.0,4.0,,,1.0,1.0,52100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,483.0,,0.0,1.0,42.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,16,17,5,16,13,28,5,25,28,17,18,5,4,28,16,17,15,28,4,15,17,15,4,16,20,26,4,27,26,17,16,5,5,31,19,16,17,30,4,18,16,18,5,15,17,24,4,28,28,15,17,6,5,27,17,17,20,30,5,15,17,16,5,16,16,27,5,29,28,17,16,5,5,25,17,14,16,25,4,two or more,no,gt35-lt100,none
1159,2009000041102,,H,5,1000,-9,3,37,1086032,1085467,13,1,1,,,1.0,1.0,7.0,,0.0,60.0,2.0,2.0,2.0,3.0,,,,,,1.0,3.0,2.0,620.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,0.0,20.0,11.0,,,,682.0,23.0,1.0,6.0,35500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,4,21,14,24,13,15,24,12,25,4,4,14,14,13,24,13,4,15,15,4,4,25,14,24,13,13,26,15,24,4,4,15,14,14,22,13,4,14,16,23,26,4,14,4,14,16,3,13,4,25,22,14,15,13,4,14,24,13,14,21,24,4,15,4,15,13,4,12,4,25,24,14,14,12,4,14,24,14,none,no,lt35,none
1160,2009000044599,600.0,H,5,1000,-9,3,37,1086032,1085467,20,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,30.0,1.0,,1.0,990.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,170000.0,1.0,720.0,7.0,4.0,36000.0,4.0,,,1.0,1.0,36000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1170.0,3.0,0.0,1.0,31.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,20,6,30,19,19,19,33,21,6,18,31,40,20,18,35,6,20,19,30,31,20,35,6,21,20,20,5,17,33,19,5,5,18,18,7,31,20,21,6,6,19,5,32,18,19,20,32,19,6,18,30,33,18,20,34,5,19,17,35,36,21,33,6,19,21,19,5,20,30,19,6,5,20,20,5,32,18,19,one,no,gt35-lt100,none
1162,2009000046135,,H,5,1000,-9,3,37,1086032,1085467,10,1,1,,,1.0,2.0,7.0,,0.0,70.0,2.0,2.0,3.0,3.0,,,,,,1.0,3.0,2.0,970.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,60.0,10.0,,,,1045.0,25.0,2.0,4.0,50000.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,20,21,3,2,8,8,9,18,11,3,12,2,3,15,10,15,7,10,6,3,8,4,21,16,11,8,10,2,7,19,8,15,15,3,9,3,12,12,7,14,12,15,3,3,8,9,10,15,9,2,10,3,3,19,10,18,7,8,12,2,8,3,14,17,12,11,11,3,7,24,14,16,19,2,14,4,7,10,10,two or more,no,lt35,none
1163,2009000046323,2000.0,H,5,1000,-9,3,37,1086032,1085467,55,5,1,1.0,,1.0,4.0,2.0,2.0,0.0,150.0,2.0,2.0,250.0,1.0,,1.0,2900.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,800.0,1.0,1.0,1.0,1.0,,525000.0,2.0,250.0,7.0,3.0,361000.0,2.0,,,1.0,1.0,361000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,0.0,3.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4121.0,1.0,0.0,1.0,54.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,53,91,56,17,53,16,16,101,59,97,57,55,90,58,84,17,16,51,57,58,54,17,63,89,59,80,91,18,52,17,51,58,16,48,16,91,90,53,57,53,53,16,57,96,57,91,91,17,57,16,53,51,17,58,17,94,90,56,52,56,57,102,47,17,55,17,16,85,53,95,57,51,88,56,86,16,17,56,52,two or more,yes,gt100,two or more
1164,2009000046698,600.0,H,5,1000,-9,3,37,1086032,1085467,22,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,80.0,2.0,2.0,110.0,1.0,,2.0,1200.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,2.0,420.0,7.0,1.0,74700.0,1.0,,,1.0,1.0,74700.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1608.0,3.0,0.0,1.0,27.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,22,21,25,21,21,38,22,7,40,21,39,20,7,20,7,36,19,38,6,6,22,23,22,23,19,36,23,6,37,22,38,24,6,21,7,36,23,39,6,6,23,21,22,23,21,35,19,7,35,21,35,24,6,22,7,38,22,34,7,7,22,19,24,22,22,37,20,7,38,21,37,21,7,20,6,40,21,34,two or more,yes,gt35-lt100,two or more
1165,2009000046874,,H,5,1000,-9,3,37,1086032,1085467,51,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,110.0,1.0,2.0,30.0,3.0,,,,,,1.0,5.0,2.0,650.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,6.0,3.0,7800.0,3.0,790.0,101.0,1.0,1.0,7800.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,88,52,48,48,95,51,86,16,52,15,48,51,52,15,15,85,50,15,54,14,53,16,16,81,51,80,48,54,92,47,92,16,15,47,53,50,90,51,16,48,15,52,57,48,14,53,15,84,51,88,51,46,48,84,88,14,48,86,51,91,50,92,86,15,50,15,53,47,15,52,16,87,84,55,49,48,17,52,81,one,yes,lt35,none
1166,2009000050552,2400.0,H,5,1000,-9,3,37,1086032,1085467,14,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,280.0,2.0,2.0,30.0,1.0,,2.0,1800.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,300.0,1.0,1.0,1.0,1.0,,375000.0,2.0,120.0,7.0,2.0,186000.0,4.0,,,1.0,1.0,186000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2878.0,2.0,0.0,1.0,43.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,22,5,24,13,14,13,12,12,12,4,20,12,13,22,25,13,4,4,14,4,11,12,13,4,22,26,20,24,4,12,13,22,5,12,14,4,14,14,4,14,23,4,21,14,12,15,14,14,11,3,19,12,12,24,21,13,4,3,14,4,15,13,13,4,21,20,21,23,3,13,12,26,4,13,13,4,13,12,4,two or more,no,gt100,two or more
1167,2009000050619,1500.0,H,5,1000,-9,3,37,1086032,1085467,17,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,300.0,2.0,2.0,200.0,1.0,,1.0,700.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,2.0,2.0,6.0,3.0,115000.0,4.0,,,1.0,1.0,115000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1200.0,3.0,0.0,1.0,47.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,27,17,32,16,15,29,16,30,4,5,17,16,17,29,17,5,16,5,15,32,4,17,5,16,18,5,15,5,26,26,16,17,15,4,17,30,16,27,16,29,5,17,4,19,15,6,18,5,27,29,14,17,16,6,15,26,15,26,19,5,31,16,27,16,16,29,16,31,4,5,15,17,15,30,16,5,16,4,17,two or more,no,gt100,two or more
1168,2009000052635,,H,5,1000,-9,3,37,1086032,1085467,17,2,1,,,1.0,0.0,9.0,,0.0,100.0,2.0,2.0,3.0,3.0,,,,,,1.0,1.0,2.0,700.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,40.0,8.0,,,,803.0,33.0,2.0,7.0,29000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,15,6,17,5,16,15,15,30,19,27,16,19,30,16,4,29,31,6,5,16,15,6,17,5,21,14,17,28,15,30,15,18,26,14,5,35,29,4,35,17,18,26,17,26,16,19,13,6,15,5,17,16,5,16,28,5,5,30,26,17,19,33,15,23,14,19,19,4,18,5,16,18,5,16,28,4,5,22,4,one,no,lt35,none
